0,1,2,3,4,5,6,7,target
2.129631481668038,2.3447657583017163,0.9821426581785077,-0.8048190966246049,-0.9707061177799191,-0.9744285971768408,-0.9770328537634586,1.0525482830366848,1
1.314156136924335,2.3322379635373314,-0.6070189133741593,2.045890099248613,1.3486494320316607,0.8614388682720688,1.6699610275640624,1.043184551645693,1
1.2586934142212565,1.7826994032844994,1.8561815225324745,-0.5357458858226144,-0.8258947682011,-0.8207773518723145,-0.8436369170562416,1.038502685950199,1
1.1651000696598113,0.9329675088245888,1.8561815225324745,-0.6242145905667101,-0.7190667234298399,-0.7660280575684029,-0.7337814397679453,1.038502685950199,1
1.1728995150399317,-0.012880995886439435,1.8561815225324745,-0.4624039544285455,-0.6122386786585798,-0.7598466856308644,-0.6291571756838535,1.038502685950199,1
0.5446108594191194,0.08744663781489194,1.8561815225324745,-0.7869420008473006,-0.7712937675402337,-0.8940707619888414,-0.8017872114226049,1.038502685950199,1
0.8002593468786223,-0.11136630682830236,1.8561815225324745,-0.046188493767204096,-0.11608175960983856,-0.29271157777974693,0.037822507852231305,1.0338208202547048,1
0.2993616324664436,-0.39513664957954914,1.8561815225324745,0.21463374975295366,0.3539616373837058,-0.23707923034190118,0.38569818593183636,1.0338208202547048,1
0.17197069125780987,-0.9423591469347639,1.0616007367561409,-0.03702075234294548,0.3017345932733119,-0.19380962677913224,0.24968664262251708,1.0338208202547048,1
0.47008282578685745,-0.0944695752343217,1.8561815225324745,0.41861599644270797,0.4014407683931547,0.11084370442811828,0.56094382827269,1.0338208202547048,1
0.6468702544029206,-0.35139464349045885,1.8561815225324745,-0.19883138848111012,-0.2466493698858231,-0.45519335442361386,-0.2551254315832256,1.038502685950199,1
0.302828052635386,-0.31591677092241194,1.8561815225324745,0.3975301911669131,0.5082688131644147,0.06934020713321748,0.6132559603147358,1.038502685950199,1
0.05757882568271023,-0.41882365648699876,1.8561815225324745,-0.06635752490057306,-0.15169110786692525,-0.28917936524401067,-0.0824953958444742,1.038502685950199,1
-0.13480749369359374,-0.6301117581014498,1.8561815225324745,-0.8891623177277842,-0.8235208116506275,-0.9541183750963574,-0.8514837368625485,1.0338208202547048,1
-0.41298771225122244,-1.028527214284753,1.8561815225324745,0.003317309923792452,0.20915028780488654,-0.1885113079755279,0.3150768076750744,1.038502685950199,1
-0.5793758803604583,-0.9188826911998249,1.6972653653772076,-0.6948061995335015,-0.6051168090071625,-0.6432836719515685,-0.6160791426733421,1.038502685950199,1
-0.47105025008100787,-0.5767370358699966,1.8561815225324745,-0.30701073728736183,-0.4531835897769259,-0.5585105710938988,-0.4408335003324884,1.038502685950199,1
-0.44505209881393976,-0.9214093052699528,1.8561815225324745,-0.645300395842505,-0.581377243502438,-0.6865532755143374,-0.5140704851913526,1.038502685950199,1
-0.41732073746240045,-0.9893646961977695,1.6972653653772076,-0.1818710668462317,-0.19679628232590174,-0.3845491037088891,-0.21066011934748657,1.0338208202547048,1
-0.3809233256885051,-0.6671161266701989,1.8561815225324745,-0.519243951258949,-0.5695074607500757,-0.649465043889107,-0.5873074700502169,1.0338208202547048,1
-0.514380502192788,-1.3227198400752775,0.9026845796008742,-0.863951028811073,-0.8401385075039346,-0.8976029745245777,-0.8724085896793669,1.038502685950199,1
-0.4077880819978088,-1.1354872099201703,1.0616007367561409,-0.4569033095739903,-0.40570445876747696,-0.43841534487886674,-0.34928726925890813,1.038502685950199,1
-0.8055597963839508,-1.1294338637104884,1.8561815225324745,-0.09156881381728427,0.007363981014728632,-0.3624727753605376,-0.05633932982345126,1.0338208202547048,1
-0.9286177123814064,-0.8896160782208427,1.8561815225324745,-0.4344423430845567,-0.47692315528165036,-0.5055273830578553,-0.4565271399451022,1.0338208202547048,1
-0.6435046534858929,-0.6688531738434118,1.8561815225324745,-0.18874687291442566,-0.23952750023440575,-0.37042025356594416,-0.2028132995411797,1.0338208202547048,1
-0.8610225190870294,-0.7721285239598924,0.9821426581785077,-0.9629626361930661,-0.9849498570827538,-0.9788438628465111,-0.9953420999781746,1.038502685950199,1
-0.9797474098733071,-0.742703997601527,1.6178072867995743,-0.6902223288213722,-0.6977011144755878,-0.7227584540056339,-0.6814693077258994,1.038502685950199,1
-0.8783546199317415,-1.085744495414526,1.8561815225324745,-0.33818105812984117,-0.2775108050419649,-0.28564715270827445,-0.268203464593737,1.038502685950199,1
-0.8488900484957309,-1.1729126808339403,1.6972653653772076,-0.25383783702666185,-0.10895988995842122,-0.2600386118241867,-0.06941736283396273,1.0338208202547048,1
-0.6487042837393066,-1.1491730361333632,1.8561815225324745,-0.8740355443777575,-0.8971134647152733,-0.9099657183996545,-0.901180262302492,1.0338208202547048,1
-0.73276497283616,-1.0228949704200927,1.6178072867995743,-0.3299300908480084,-0.2157879347296813,-0.4966968517185147,-0.31789999003368064,1.0338208202547048,1
-0.794293930834888,-1.0049454829635587,1.8561815225324745,-0.22129235497054375,-0.13507341201361814,-0.2273656458686265,-0.1531167741012361,1.0338208202547048,1
-0.8358909728621969,-1.0915872904516968,1.538349208221941,-0.3271797684207308,-0.30599828364763426,-0.352759190887263,-0.43037107392407925,1.0338208202547048,1
-0.8835542501851551,-1.313666139657319,1.6178072867995743,-0.4495691164345834,-0.4080784153179494,-0.5929496433173271,-0.44606471353669297,1.0291389545592071,1
-0.8419572081578461,-0.6002661293980631,1.7767234439548412,0.013401825490476934,0.08570454718031935,-0.14789086381456115,0.09536585309848176,1.0291389545592071,1
-0.9502828384372966,-1.2551855514924823,1.6178072867995743,-0.6512594277682731,-0.6074907655576349,-0.7554314199611941,-0.6160791426733421,1.0291389545592071,1
-0.8870206703540975,-1.459893928965975,1.538349208221941,-0.3840197652511343,-0.251397282986768,-0.3871982631106913,-0.3283624164420898,1.0291389545592071,1
-0.8922203006075111,-1.2950849986832529,1.8561815225324745,-0.5155768546892455,-0.3511034581066107,-0.4631408326290204,-0.2525098249811233,1.0291389545592071,1
-0.13394088865135811,-0.205640594319952,1.8561815225324745,-0.5343707246089756,-0.4935408511349575,-0.650348097023041,-0.49837684557873885,1.0291389545592071,1
-0.2673980651556411,-0.6742222287424339,1.8561815225324745,-0.093402362102136,0.42043242079693427,-0.042807540876408076,0.5138629094348487,1.0291389545592071,1
-0.4459187038561754,-0.9332001709305501,1.8561815225324745,-0.44498524572245407,-0.2822587181429098,-0.42340344160198773,-0.2734346777979416,1.0291389545592071,1
-0.4927153761368979,-1.3609348778859633,1.7767234439548412,-0.7791494206366808,-0.5386460255939339,-0.8022332360596992,-0.6553132417048765,1.0291389545592071,1
-0.7630961493144062,-1.4978984156041497,1.6178072867995743,-0.8813697375171644,-0.7974072895954306,-0.8508011584260725,-0.8122496378310141,1.0338208202547048,1
-0.15647261974948382,0.04928423779733404,1.8561815225324745,-0.7727320016396998,-0.7974072895954306,-0.8463858927564022,-0.7887091784120934,1.0338208202547048,1
